Attack_category,Attack subcategory,Protocol,Source IP,Source Port,Destination IP,Destination Port,Attack_Name,Attack Reference,.,Time
Generic, IXIA,tcp,175.45.176.1,61309,149.171.126.14,80,Cisco_WebEx_Player_ATDL2006_dll_Heap_Memory_Corruption_attack (https://strikecenter.bpointsys.com/bps/strikes/generic/ixia/cisco_webex_player_atdl2006_dll_heap_memory_corruption_attack.xml),CVE 2008-3640 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2008%2d3640)BID 31690 (http://www.securityfocus.com/bid/31690)CVSS-Moderate (https://strikecenter.bpointsys.com/bps/reference/CVSS/6.8%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421928850-1421928853
Fuzzers,RIP,udp,175.45.176.1,20783,149.171.126.19,520,Fuzzer: RIP Route Random Metric (https://strikecenter.bpointsys.com/bps/strikes/fuzzers/rip/metric_random.xml),-,.,1421928851-1421928851
Fuzzers,BGP,tcp,175.45.176.0,44244,149.171.126.17,179,BGP Open: Params: Bad String Capabilities (https://strikecenter.bpointsys.com/bps/strikes/fuzzers/bgp/open_params_bad_string_capabilities.xml),-,.,1421928851-1421928852
Exploits,Web Application,tcp,175.45.176.0,41687,149.171.126.19,80,Monitor-Line Links Management index.php lcnt Parameter SQL Injection (https://strikecenter.bpointsys.com/bps/strikes/exploits/webapp/sql/monitorline_links_management_injection.xml),BID 22825 (http://www.securityfocus.com/bid/22825)CVSS-Moderate (https://strikecenter.bpointsys.com/bps/reference/CVSS/5.0%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aP%2fI%3aN%2fA%3aN%29),.,1421928851-1421928852
Fuzzers,RIP,udp,175.45.176.1,11735,149.171.126.19,520,Fuzzer: RIP Route Random Metric (https://strikecenter.bpointsys.com/bps/strikes/fuzzers/rip/metric_random.xml),-,.,1421928852-1421928852
Fuzzers,BGP,tcp,175.45.176.0,25889,149.171.126.17,179,BGP Open: Params: Bad String Capabilities (https://strikecenter.bpointsys.com/bps/strikes/fuzzers/bgp/open_params_bad_string_capabilities.xml),-,.,1421928852-1421928853
Fuzzers,RIP,udp,175.45.176.1,38133,149.171.126.19,520,Fuzzer: RIP Route Random Metric (https://strikecenter.bpointsys.com/bps/strikes/fuzzers/rip/metric_random.xml),-,.,1421928853-1421928853
Fuzzers,BGP,tcp,175.45.176.0,35560,149.171.126.17,179,BGP Open: Params: Bad String Capabilities (https://strikecenter.bpointsys.com/bps/strikes/fuzzers/bgp/open_params_bad_string_capabilities.xml),-,.,1421928853-1421928854
Fuzzers,RIP,udp,175.45.176.1,47602,149.171.126.19,520,Fuzzer: RIP Route Random Metric (https://strikecenter.bpointsys.com/bps/strikes/fuzzers/rip/metric_random.xml),-,.,1421928854-1421928854
Exploits,Browser,tcp,175.45.176.0,63232,149.171.126.11,80,Microsoft Internet Explorer Use After Free  (https://strikecenter.bpointsys.com/bps/strikes/exploits/browser/cve_2014_0305_Internet_Explorer_UAF.xml),CVE 2014-0305 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2014%2d0305)MSB MS14-012 (http://www.microsoft.com/technet/security/bulletin/MS14%2d012.mspx)BID 66030 (http://www.securityfocus.com/bid/66030)OSVDB 104302 (http://www.osvdb.org/104302)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421928854-1421928855
Reconnaissance,SunRPC Portmapper (TCP) TCP Service,tcp,175.45.176.0,60185,149.171.126.17,111,SunRPC TCP Portmapper GETPORT Request (nsemntdv2/tcp) (https://strikecenter.bpointsys.com/bps/strikes/recon/sunrpc/portmap_tcp/service_tcp/nsemntd_v2_tcp.xml),-,.,1421928854-1421928856
Fuzzers,RIP,udp,175.45.176.1,31118,149.171.126.19,520,Fuzzer: RIP Route Random Metric (https://strikecenter.bpointsys.com/bps/strikes/fuzzers/rip/metric_random.xml),-,.,1421928855-1421928855
Fuzzers,BGP,tcp,175.45.176.0,50695,149.171.126.17,179,BGP Open: Params: Bad String Capabilities (https://strikecenter.bpointsys.com/bps/strikes/fuzzers/bgp/open_params_bad_string_capabilities.xml),-,.,1421928855-1421928856
Fuzzers,RIP,UDP,175.45.176.1,11223,149.171.126.19,520,Fuzzer: RIP Route Random Metric (https://strikecenter.bpointsys.com/bps/strikes/fuzzers/rip/metric_random.xml),-,.,1421928856-1421928856
DoS,Browser,tcp,175.45.176.1,40872,149.171.126.13,80,AOL 9.5 ActiveX Cookie Buffer Overflow (https://strikecenter.bpointsys.com/bps/strikes/denial/browser/aol_activex_cookie.xml),BPS 2010-0001 (https://strikecenter.bpointsys.com/bps/advisory/BPS-2010%2d0001)CVSS-Moderate (https://strikecenter.bpointsys.com/bps/reference/CVSS/6.8%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421928856-1421928856
Fuzzers,BGP,tcp,175.45.176.0,24883,149.171.126.17,179,BGP Open: Params: Bad String Capabilities (https://strikecenter.bpointsys.com/bps/strikes/fuzzers/bgp/open_params_bad_string_capabilities.xml),-,.,1421928856-1421928857
Exploits,Oracle,Tcp,175.45.176.3,12049,149.171.126.14,1521,Oracle 9i TNS Listener SERVICE_NAME Remote Buffer Overflow (https://strikecenter.bpointsys.com/bps/strikes/exploits/oracle/oracle_tnslistener_service_name_overflow.xml),CVE 2002-0965 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2002%2d0965)BID 4845 (http://www.securityfocus.com/bid/4845)OSVDB 5041 (http://www.osvdb.org/5041)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.5%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421928857-1421928857
Generic, IXIA,udp,175.45.176.3,33452,149.171.126.10,65535,LANDesk_Management_Suite_Alert_Service_Stack_Overflow_Vulnerability_attack (https://strikecenter.bpointsys.com/bps/strikes/generic/ixia/landesk_management_suite_alert_service_stack_overflow_vulnerability_attack.xml),CVE 2004-0176 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2004%2d0176)BID 9952 (http://www.securityfocus.com/bid/9952)OSVDB 6887 (http://www.osvdb.org/6887)OSVDB 6888 (http://www.osvdb.org/6888)OSVDB 6889 (http://www.osvdb.org/6889)OSVDB 6890 (http://www.osvdb.org/6890)OSVDB 6891 (http://www.osvdb.org/6891)OSVDB 6892 (http://www.osvdb.org/6892)OSVDB 6893 (http://www.osvdb.org/6893)OSVDB 6894 (http://www.osvdb.org/6894)OSVDB 6895 (http://www.osvdb.org/6895)OSVDB 6896 (http://www.osvdb.org/6896)OSVDB 6897 (http://www.osvdb.org/6897)OSVDB 6898 (http://www.osvdb.org/6898)CVSS-Moderate (https://strikecenter.bpointsys.com/bps/reference/CVSS/5.0%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aN%2fI%3aN%2fA%3aP%29),.,1421928857-1421928857
Fuzzers,BGP,tcp,175.45.176.0,42465,149.171.126.17,179,BGP Open: Params: Bad String Capabilities (https://strikecenter.bpointsys.com/bps/strikes/fuzzers/bgp/open_params_bad_string_capabilities.xml),-,.,1421928857-1421928858
Fuzzers,RIP,udp,175.45.176.1,11602,149.171.126.19,520,Fuzzer: RIP Route Random Metric (https://strikecenter.bpointsys.com/bps/strikes/fuzzers/rip/metric_random.xml),-,.,1421928858-1421928858
Fuzzers,RIP,udp,175.45.176.1,2834,149.171.126.19,520,Fuzzer: RIP Route Random Metric (https://strikecenter.bpointsys.com/bps/strikes/fuzzers/rip/metric_random.xml),-,.,1421928858-1421928858
Fuzzers,BGP,tcp,175.45.176.0,44023,149.171.126.17,179,BGP Open: Params: Bad String Capabilities (https://strikecenter.bpointsys.com/bps/strikes/fuzzers/bgp/open_params_bad_string_capabilities.xml),-,.,1421928858-1421928859
Exploits,Clientside,tcp,175.45.176.1,42600,149.171.126.14,143,Adobe Acrobat Reader 'getIcon' Memory Corruption (IMAP4 Quoted Printable) (https://strikecenter.bpointsys.com/bps/strikes/exploits/clientside/acrobat_pdf_get_icon_imap4_download_quoted_printable.xml),CVE 2009-0927 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2009%2d0927)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421928858-1421928860
Fuzzers,BGP,tcp,175.45.176.0,41276,149.171.126.17,179,BGP Open: Params: Bad String Capabilities (https://strikecenter.bpointsys.com/bps/strikes/fuzzers/bgp/open_params_bad_string_capabilities.xml),-,.,1421928859-1421928860
Fuzzers,BGP,tcp,175.45.176.0,41276,149.171.126.17,179,BGP Open: Random BGP IDs (https://strikecenter.bpointsys.com/bps/strikes/fuzzers/bgp/open_random_bgp_id.xml),-,.,1421928859-1421928860
Exploits,Web Application,tcp,175.45.176.1,54097,149.171.126.12,80,MiniBB Forum index.php absolute_path Parameter PHP File Include Variant 2 (https://strikecenter.bpointsys.com/bps/strikes/exploits/webapp/include/mini_bb_include_02.xml),CVE 2006-3690 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2006%2d3690)BID 18998 (http://www.securityfocus.com/bid/18998)OSVDB 28594 (http://www.osvdb.org/28594)OSVDB 28595 (http://www.osvdb.org/28595)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.5%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421928859-1421928860
Fuzzers,BGP,tcp,175.45.176.0,39342,149.171.126.17,179,BGP Open: Params: Bad String Capabilities (https://strikecenter.bpointsys.com/bps/strikes/fuzzers/bgp/open_params_bad_string_capabilities.xml),-,.,1421928860-1421928861
Exploits,Browser,tcp,175.45.176.3,21561,149.171.126.18,80,Apple Safari 3.0 for Windows IFRAME SRC Shell Metacharacter Command Execution (https://strikecenter.bpointsys.com/bps/strikes/exploits/browser/apple_safari_windows_protocol_handler.xml),CVE 2007-3186 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2007%2d3186)BID 24434 (http://www.securityfocus.com/bid/24434)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421928860-1421928861
Reconnaissance,SunRPC Portmapper (TCP) UDP Service,tcp,175.45.176.1,19852,149.171.126.18,111,SunRPC TCP Portmapper GETPORT Request (trafficv2/udp) (https://strikecenter.bpointsys.com/bps/strikes/recon/sunrpc/portmap_tcp/service_udp/traffic_v2_udp.xml),-,.,1421928861-1421928862
Fuzzers,BGP,tcp,175.45.176.0,45254,149.171.126.17,179,BGP Open: Params: Bad String Capabilities (https://strikecenter.bpointsys.com/bps/strikes/fuzzers/bgp/open_params_bad_string_capabilities.xml),-,.,1421928862-1421928862
Fuzzers,BGP,tcp,175.45.176.0,27863,149.171.126.17,179,BGP Open: Params: Bad String Capabilities (https://strikecenter.bpointsys.com/bps/strikes/fuzzers/bgp/open_params_bad_string_capabilities.xml),-,.,1421928862-1421928863
Exploits,Office Document,tcp,175.45.176.3,45483,149.171.126.13,25,Microsoft Excel Field Sanitization (SMTP Base64) (https://strikecenter.bpointsys.com/bps/strikes/exploits/office/ms09_067_excel_field_sanitization_smtp_attachment_base64.xml),CVE 2009-3134 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2009%2d3134)MSB MS09-067 (http://www.microsoft.com/technet/security/bulletin/MS09%2d067.mspx)BID 36912 (http://www.securityfocus.com/bid/36912)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421928862-1421928864
Fuzzers,BGP,tcp,175.45.176.0,30767,149.171.126.17,179,BGP Open: Params: Bad String Capabilities (https://strikecenter.bpointsys.com/bps/strikes/fuzzers/bgp/open_params_bad_string_capabilities.xml),-,.,1421928863-1421928864
Reconnaissance,SunRPC Portmapper (TCP) TCP Service,tcp,175.45.176.2,45504,149.171.126.16,111,SunRPC TCP Portmapper GETPORT Request (ypxfrdv1/tcp) (https://strikecenter.bpointsys.com/bps/strikes/recon/sunrpc/portmap_tcp/service_tcp/ypxfrd_v1_tcp.xml),-,.,1421928863-1421928864
Exploits,Clientside,tcp,175.45.176.3,25686,149.171.126.18,80,Microsoft Remote Desktop Insecure Library Loading (https://strikecenter.bpointsys.com/bps/strikes/exploits/clientside/ms11_017_dll_hijacking_microsoft_remote_desktop.xml),CVE 2011-0029 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2011%2d0029)MSB MS11-017 (http://www.microsoft.com/technet/security/bulletin/MS11%2d017.mspx)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421928864-1421928868
Fuzzers,BGP,tcp,175.45.176.0,40240,149.171.126.17,179,BGP Open: Params: Bad String Capabilities (https://strikecenter.bpointsys.com/bps/strikes/fuzzers/bgp/open_params_bad_string_capabilities.xml),-,.,1421928865-1421928865
Exploits,Web Application,tcp,175.45.176.0,60523,149.171.126.13,80,ACGVclick function.inc.php path Parameter PHP File Include (https://strikecenter.bpointsys.com/bps/strikes/exploits/webapp/include/acgvclick_path_include.xml),CVE 2007-0577 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2007%2d0577)BID 22278 (http://www.securityfocus.com/bid/22278)OSVDB 33002 (http://www.osvdb.org/33002)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.5%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421928865-1421928866
Fuzzers,BGP,tcp,175.45.176.0,32816,149.171.126.17,179,BGP Open: Params: Bad String Capabilities (https://strikecenter.bpointsys.com/bps/strikes/fuzzers/bgp/open_params_bad_string_capabilities.xml),-,.,1421928866-1421928867
Exploits,Miscellaneous Batch,tcp,175.45.176.1,3602,149.171.126.18,25,Microsoft Color Management ColorMatchToTargetW (SMTP UUEncode) (https://strikecenter.bpointsys.com/bps/strikes/exploits/misc/ms08_046_color_management_color_match_to_target_smtp_attachment_uuencode.xml),CVE 2012-5076 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2012%2d5076)BID 56054 (http://www.securityfocus.com/bid/56054)OSVDB 86350 (http://www.osvdb.org/86350)CVSS-Critical (https://strikecenter.bpointsys.com/bps/reference/CVSS/10.0%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421928866-1421928868
Fuzzers,BGP,tcp,175.45.176.0,40688,149.171.126.17,179,BGP Open: Params: Bad String Capabilities (https://strikecenter.bpointsys.com/bps/strikes/fuzzers/bgp/open_params_bad_string_capabilities.xml),-,.,1421928867-1421928868
Exploits,Clientside,tcp,175.45.176.0,23017,149.171.126.17,25,Microsoft PowerPoint Viewer TextBytes Atom Record Stack Overflow Code Execution (SMTP Base64) (https://strikecenter.bpointsys.com/bps/strikes/exploits/clientside/microsoft/office/ms10_004_powerpoint_viewer_textbytes_record_smtp_attachment_base64.xml),CVE 2010-0033 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2010%2d0033)MSB MS10-004 (http://www.microsoft.com/technet/security/bulletin/MS10%2d004.mspx)http://codypierce.com/2010/02/16/ms10-004-and-the-obsolete-conundrum/ (http%3a%2f%2fcodypierce.com%2f2010%2f02%2f16%2fms10%2d004%2dand%2dthe%2dobsolete%2dconundrum%2f)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421928867-1421928869
Exploits,Clientside Microsoft Office,tcp,175.45.176.0,23017,149.171.126.17,25,Microsoft PowerPoint Viewer TextBytes Atom Record Stack Overflow Code Execution (SMTP Base64) (https://strikecenter.bpointsys.com/bps/strikes/exploits/clientside/microsoft/office/ms10_004_powerpoint_viewer_textbytes_record_smtp_attachment_base64.xml),CVE 2010-0033 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2010%2d0033)MSB MS10-004 (http://www.microsoft.com/technet/security/bulletin/MS10%2d004.mspx)http://codypierce.com/2010/02/16/ms10-004-and-the-obsolete-conundrum/ (http%3a%2f%2fcodypierce.com%2f2010%2f02%2f16%2fms10%2d004%2dand%2dthe%2dobsolete%2dconundrum%2f)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421928867-1421928869
Fuzzers,BGP,tcp,175.45.176.0,63407,149.171.126.17,179,BGP Open: Params: Bad String Capabilities (https://strikecenter.bpointsys.com/bps/strikes/fuzzers/bgp/open_params_bad_string_capabilities.xml),-,.,1421928868-1421928869
Exploits,Browser,tcp,175.45.176.1,46667,149.171.126.16,80,Mozilla Firefox Javascript Engine Memory Corruption (String.toSource) (https://strikecenter.bpointsys.com/bps/strikes/exploits/browser/firefox_javascript_engine_string_tosource.xml),CVE 2006-3806 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2006%2d3806)BID 19181 (http://www.securityfocus.com/bid/19181)OSVDB 27570 (http://www.osvdb.org/27570)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.5%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421928868-1421928869
Fuzzers,BGP,tcp,175.45.176.0,39699,149.171.126.17,179,BGP Open: Params: Bad String Capabilities (https://strikecenter.bpointsys.com/bps/strikes/fuzzers/bgp/open_params_bad_string_capabilities.xml),-,.,1421928869-1421928870
Reconnaissance,SunRPC Portmapper (UDP) TCP Service,udp,175.45.176.2,24146,149.171.126.14,111,SunRPC UDP Portmapper GETPORT Request (sunvtsv2/tcp) (https://strikecenter.bpointsys.com/bps/strikes/recon/sunrpc/portmap_udp/service_tcp/sunvts_v2_tcp.xml),-,.,1421928871-1421928871
Shellcode,Solaris,udp,175.45.176.0,39971,149.171.126.15,11387,Shellcode: Solaris SPARC Reverse Connect Shell - metasploit (UDP) (https://strikecenter.bpointsys.com/bps/strikes/shellcode/solaris/reverse_sparc_metasploit_udp.xml),-,.,1421928871-1421928871
Fuzzers,BGP,tcp,175.45.176.1,56237,149.171.126.11,179,BGP Open: Params: Random Parameter Types (https://strikecenter.bpointsys.com/bps/strikes/fuzzers/bgp/open_params_random_parameter_types.xml),-,.,1421928871-1421928872
Exploits,SMB,tcp,175.45.176.3,2120,149.171.126.13,445,Microsoft SMB Client Negotiate Protocol Request Max Buffer Size Buffer Overflow (https://strikecenter.bpointsys.com/bps/strikes/exploits/smb/ms10_006_smb_client_max_buffer_size.xml),CVE 2010-0016 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2010%2d0016)MSB MS10-006 (http://www.microsoft.com/technet/security/bulletin/MS10%2d006.mspx)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421928871-1421928872
Reconnaissance,SunRPC Portmapper (TCP) UDP Service,tcp,175.45.176.1,59803,149.171.126.12,111,SunRPC TCP Portmapper GETPORT Request (nfs_aclv3/udp) (https://strikecenter.bpointsys.com/bps/strikes/recon/sunrpc/portmap_tcp/service_udp/nfs_acl_v3_udp.xml),-,.,1421928872-1421928873
Generic, IXIA,tcp,175.45.176.1,43988,149.171.126.17,1500,IBM_Tivoli_Storage_Manager_Initial_Sign-on_Request_Buffer_Overflow_attack (https://strikecenter.bpointsys.com/bps/strikes/generic/ixia/ibm_tivoli_storage_manager_initial_sign-on_request_buffer_overflow_attack.xml),CVE 2007-5755 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2007%2d5755)BID 26396 (http://www.securityfocus.com/bid/26396)OSVDB 38705 (http://www.osvdb.org/38705)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAU%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421928873-1421928874
Reconnaissance,SunRPC Portmapper (UDP) TCP Service,udp,175.45.176.2,55661,149.171.126.17,111,SunRPC UDP Portmapper GETPORT Request (passwd_authv1/tcp) (https://strikecenter.bpointsys.com/bps/strikes/recon/sunrpc/portmap_udp/service_tcp/passwd_auth_v1_tcp.xml),-,.,1421928874-1421928874
Reconnaissance, SunRPC Portmapper (UDP) UDP Service ,udp,175.45.176.0,37020,149.171.126.13,111,SunRPC UDP Portmapper GETPORT Request (nsemntdv2/udp) (https://strikecenter.bpointsys.com/bps/strikes/recon/sunrpc/portmap_udp/service_udp/nsemntd_v2_udp.xml),-,.,1421928875-1421928875
Exploits,Browser,tcp,175.45.176.3,55005,149.171.126.18,80,Microsoft Internet Explorer saveHistory Use After Free Vulnerability (https://strikecenter.bpointsys.com/bps/strikes/exploits/browser/cve_2013_0092_ms_ie_getMarkupPtr.xml),CVE 2013-0092 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2013%2d0092)MSB MS13-021 (http://www.microsoft.com/technet/security/bulletin/MS13%2d021.mspx)BID 58344 (http://www.securityfocus.com/bid/58344)OSVDB 91143 (http://www.osvdb.org/91143)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421928876-1421928877
Worms, ,tcp,175.45.176.0,10010,149.171.126.10,80,Linux Lupper A Work Propogation via HTTP (https://strikecenter.bpointsys.com/bps/strikes/worms/linux_lupper_a_http_download.xml),-,.,1421928877-1421928884
Exploits,Telnet,tcp,175.45.176.1,58960,149.171.126.11,23,Solaris in.telnetd TTYPROMPT Buffer Overflow (bin) (https://strikecenter.bpointsys.com/bps/strikes/exploits/telnet/solaris_telnet_ttyprompt_bin.xml),CVE 2001-0797 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2001%2d0797)BID 3681 (http://www.securityfocus.com/bid/3681)http://exploit-db.com/exploits/9917 (http%3a%2f%2fexploit%2ddb.com%2fexploits%2f9917)CVSS-Critical (https://strikecenter.bpointsys.com/bps/reference/CVSS/10.0%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421928878-1421928879
Exploits,Web Application,tcp,175.45.176.0,45492,149.171.126.10,80,Cybozu grn.exe/todo/view tid Parameter SQL Injection (https://strikecenter.bpointsys.com/bps/strikes/exploits/webapp/sql/cybozu_injection_01.xml),CVE 2006-4444 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2006%2d4444)BID 19731 (http://www.securityfocus.com/bid/19731)OSVDB 28361 (http://www.osvdb.org/28361)CVSS-Moderate (https://strikecenter.bpointsys.com/bps/reference/CVSS/6.5%20%28AV%3aN%2fAC%3aL%2fAu%3aS%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421928879-1421928880
